0.845892	-0.279486	-1.000000
0.465038	-0.326978	-1.000000
-0.433221	0.098219	1.000000
-0.008316	0.084528	1.000000
0.614589	0.440604	-1.000000
0.469419	-0.735695	-1.000000
-0.001605	-0.540923	-1.000000
-0.245949	-0.442387	-1.000000
-0.183877	0.678334	-1.000000
-0.267252	0.706249	-1.000000
-0.162550	-0.278381	1.000000
0.050238	-0.713093	-1.000000
0.029703	0.100255	1.000000
-0.685150	0.255448	-1.000000
0.051435	-0.017608	1.000000
0.933797	-0.335145	-1.000000
-0.153635	-0.199686	1.000000
0.009348	-0.124167	1.000000
-0.319196	0.508851	-1.000000
0.284104	0.367461	1.000000
-0.620724	-0.029879	-1.000000
0.565941	0.229365	-1.000000
-0.465780	-0.047209	1.000000
0.059978	0.404318	1.000000
-0.730825	0.076575	-1.000000
-0.018048	-0.002506	1.000000
-0.076861	0.182749	1.000000
-0.564823	0.371386	-1.000000
0.421241	0.214689	1.000000
0.468781	-0.097947	1.000000
0.612864	-0.629700	-1.000000
0.020461	0.177797	1.000000
0.545603	0.287898	-1.000000
0.106891	0.345223	1.000000
0.424280	0.481576	-1.000000
-0.267477	-0.624845	-1.000000
0.344818	-0.256648	1.000000
0.048203	-0.878878	-1.000000
-0.952459	-0.007887	-1.000000
0.103283	0.824689	-1.000000
-0.144054	0.332532	1.000000
-0.151835	0.108580	1.000000
0.254866	-0.073785	1.000000
-0.870427	-0.166200	-1.000000
0.035253	-0.019081	1.000000
0.220713	-0.067487	1.000000
0.810851	-0.408680	-1.000000
0.016990	-0.363102	1.000000
-0.310733	0.740945	-1.000000
0.408790	-0.339955	-1.000000
0.013831	0.194378	1.000000
0.405295	0.071415	1.000000
-0.846035	-0.329171	-1.000000
0.071429	-0.476662	1.000000
-0.068560	0.052324	1.000000
0.109072	-0.758860	-1.000000
-0.438834	-0.275716	-1.000000
-0.815240	0.096816	-1.000000
0.388587	-0.082361	1.000000
0.591230	0.656886	-1.000000
0.693215	0.700694	-1.000000
0.302101	0.016032	1.000000
0.020338	0.432850	1.000000
0.099168	0.131744	1.000000
0.103443	0.000068	1.000000
-0.423531	-0.188123	1.000000
0.083385	-0.015159	1.000000
-0.119799	-0.744259	-1.000000
-0.097229	-0.182949	1.000000
0.236554	0.039592	1.000000
0.019650	0.011611	1.000000
0.177385	0.339203	1.000000
-0.248696	-0.506160	-1.000000
-0.236518	0.158263	1.000000
-0.379321	0.055508	1.000000
-0.665516	-0.711269	-1.000000
0.299159	0.263465	1.000000
0.665691	-0.507570	-1.000000
-0.074025	-0.201435	1.000000
-0.395979	0.638593	-1.000000
-0.472150	-0.486437	-1.000000
0.813438	-0.265364	-1.000000
-0.313847	0.106379	1.000000
-0.721768	-0.640879	-1.000000
0.239718	0.212854	1.000000
0.059680	0.370310	1.000000
0.837736	0.011194	-1.000000
0.435884	-0.064524	1.000000
0.633750	0.504924	-1.000000
-0.320883	0.834677	-1.000000
0.023656	0.049019	1.000000
-0.168321	-0.105280	1.000000
0.119789	0.541089	-1.000000
-0.371238	0.495343	-1.000000
0.612370	0.212262	-1.000000
-0.354554	-0.424626	-1.000000
-0.233493	-0.048830	1.000000
-0.032426	-0.070272	1.000000
0.037267	0.725677	-1.000000
-0.049574	0.777431	-1.000000
